Party,Parent Category,Category,Gas,Unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Antigua and Barbuda,1.A Fuel Combustion - Sectoral Approach,1.A.1 Energy Industries,CH₄,Gg,,,,,,,,,,,0.01,,,,,,,,,,,,,,,
Antigua and Barbuda,1.A Fuel Combustion - Sectoral Approach,1.A.1 Energy Industries,CO₂,Gg,173.49,,,,,,,,,,177.0,,,,,,,,,,,,,,,
Antigua and Barbuda,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,Aggregate GHGs,Gg CO₂ equivalent,83.67,,,,,,,,,,182.63,,,,,,,,,,,,,,,
Antigua and Barbuda,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,CH₄,Gg,,,,,,,,,,,0.03,,,,,,,,,,,,,,,
Antigua and Barbuda,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,CO₂,Gg,83.67,,,,,,,,,,182.0,,,,,,,,,,,,,,,
Antigua and Barbuda,1.A Fuel Combustion - Sectoral Approach,1.A.4 Other Sectors,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,12.88,,,,,,,,,,,,,,,
Antigua and Barbuda,1.A Fuel Combustion - Sectoral Approach,1.A.4 Other Sectors,CO₂,Gg,,,,,,,,,,,12.88,,,,,,,,,,,,,,,
Antigua and Barbuda,1.A Fuel Combustion - Sectoral Approach,1.A.5 Other (Not elsewhere specified),Aggregate GHGs,Gg CO₂ equivalent,31.82,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1.A Fuel Combustion - Sectoral Approach,1.A.5 Other (Not elsewhere specified),CH₄,Gg,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1.A Fuel Combustion - Sectoral Approach,1.A.5 Other (Not elsewhere specified),CO₂,Gg,30.98,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,4. Agriculture,4.A Enteric Fermentation,Aggregate GHGs,Gg CO₂ equivalent,21.21,,,,,,,,,,23.73,,,,,,,,,,,,,,,
Antigua and Barbuda,4. Agriculture,4.A Enteric Fermentation,CH₄,Gg,1.01,,,,,,,,,,1.13,,,,,,,,,,,,,,,
Antigua and Barbuda,4. Agriculture,4.B Manure Management,Aggregate GHGs,Gg CO₂ equivalent,1.05,,,,,,,,,,24.8,,,,,,,,,,,,,,,
Antigua and Barbuda,4. Agriculture,4.B Manure Management,CH₄,Gg,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,4. Agriculture,4.B Manure Management,N₂O,Gg,,,,,,,,,,,0.08,,,,,,,,,,,,,,,
Antigua and Barbuda,4. Agriculture,4.D Agricultural Soils,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,55.8,,,,,,,,,,,,,,,
Antigua and Barbuda,4. Agriculture,4.D Agricultural Soils,N₂O,Gg,,,,,,,,,,,0.18,,,,,,,,,,,,,,,
Antigua and Barbuda,5. Land-Use Change and Forestry,5.A Changes in Forest and Other Woody Biomass Stocks,Aggregate GHGs,Gg CO₂ equivalent,-219.19,,,,,,,,,,-45.8,,,,,,,,,,,,,,,
Antigua and Barbuda,5. Land-Use Change and Forestry,5.A Changes in Forest and Other Woody Biomass Stocks,CO₂,Gg,-219.19,,,,,,,,,,-45.8,,,,,,,,,,,,,,,
Antigua and Barbuda,5. Land-Use Change and Forestry,5.B Forest and Grassland Conversion,Aggregate GHGs,Gg CO₂ equivalent,123.26,,,,,,,,,,57.0,,,,,,,,,,,,,,,
Antigua and Barbuda,5. Land-Use Change and Forestry,5.B Forest and Grassland Conversion,CO₂,Gg,123.26,,,,,,,,,,57.0,,,,,,,,,,,,,,,
Antigua and Barbuda,5. Land-Use Change and Forestry,5.C Abandonment of Managed Lands,Aggregate GHGs,Gg CO₂ equivalent,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,5. Land-Use Change and Forestry,5.C Abandonment of Managed Lands,CO₂,Gg,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,6. Waste,6.A Solid Waste Disposal on Land,Aggregate GHGs,Gg CO₂ equivalent,75.81,,,,,,,,,,117.6,,,,,,,,,,,,,,,
Antigua and Barbuda,6. Waste,6.A Solid Waste Disposal on Land,CH₄,Gg,3.61,,,,,,,,,,5.6,,,,,,,,,,,,,,,
Antigua and Barbuda,6. Waste,6.B Wastewater Handling,Aggregate GHGs,Gg CO₂ equivalent,1.581,,,,,,,,,,3.1,,,,,,,,,,,,,,,
Antigua and Barbuda,6. Waste,6.B Wastewater Handling,N₂O,Gg,0.0051,,,,,,,,,,0.01,,,,,,,,,,,,,,,
Antigua and Barbuda,International Bunkers,Aviation,Aggregate GHGs,Gg CO₂ equivalent,167.3,,,,,,,,,,199.0,,,,,,,,,,,,,,,
Antigua and Barbuda,International Bunkers,Aviation,CO₂,Gg,167.3,,,,,,,,,,199.0,,,,,,,,,,,,,,,
Antigua and Barbuda,Memo Items,Aviation,Aggregate GHGs,Gg CO₂ equivalent,167.3,,,,,,,,,,199.0,,,,,,,,,,,,,,,
Antigua and Barbuda,Memo Items,Aviation,CO₂,Gg,167.3,,,,,,,,,,199.0,,,,,,,,,,,,,,,
Antigua and Barbuda,Memo Items,CO₂ Emissions from Biomass,Aggregate GHGs,Gg CO₂ equivalent,3.42,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,Memo Items,CO₂ Emissions from Biomass,CO₂,Gg,3.42,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,Memo Items,International Bunkers,Aggregate GHGs,Gg CO₂ equivalent,167.3,,,,,,,,,,199.0,,,,,,,,,,,,,,,
Antigua and Barbuda,Memo Items,International Bunkers,CO₂,Gg,167.3,,,,,,,,,,199.0,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions excluding LULUCF/LUCF,1. Energy,Aggregate GHGs,Gg CO₂ equivalent,288.98,,,,,,,,,,372.72,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions excluding LULUCF/LUCF,1. Energy,CH₄,Gg,0.04,,,,,,,,,,0.04,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions excluding LULUCF/LUCF,4. Agriculture,Aggregate GHGs,Gg CO₂ equivalent,22.26,,,,,,,,,,104.33,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions excluding LULUCF/LUCF,4. Agriculture,CH₄,Gg,1.06,,,,,,,,,,1.13,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions excluding LULUCF/LUCF,4. Agriculture,N₂O,Gg,,,,,,,,,,,0.26,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions excluding LULUCF/LUCF,6. Waste,Aggregate GHGs,Gg CO₂ equivalent,77.391,,,,,,,,,,120.7,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions excluding LULUCF/LUCF,6. Waste,CH₄,Gg,3.61,,,,,,,,,,5.6,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions excluding LULUCF/LUCF,6. Waste,N₂O,Gg,0.0051,,,,,,,,,,0.01,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,1. Energy,Aggregate GHGs,Gg CO₂ equivalent,288.98,,,,,,,,,,372.72,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,1. Energy,CH₄,Gg,0.04,,,,,,,,,,0.04,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,1. Energy,CO₂,Gg,288.14,,,,,,,,,,371.88,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,1.A Fuel Combustion - Sectoral Approach,Aggregate GHGs,Gg CO₂ equivalent,288.98,,,,,,,,,,372.72,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,1.A Fuel Combustion - Sectoral Approach,CH₄,Gg,0.04,,,,,,,,,,0.04,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,1.A Fuel Combustion - Sectoral Approach,CO₂,Gg,288.14,,,,,,,,,,371.88,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,4. Agriculture,Aggregate GHGs,Gg CO₂ equivalent,22.26,,,,,,,,,,104.33,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,4. Agriculture,CH₄,Gg,1.06,,,,,,,,,,1.13,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,4. Agriculture,N₂O,Gg,,,,,,,,,,,0.26,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,4.A Enteric Fermentation,Aggregate GHGs,Gg CO₂ equivalent,21.21,,,,,,,,,,23.73,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,4.A Enteric Fermentation,CH₄,Gg,1.01,,,,,,,,,,1.13,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,4.B Manure Management,Aggregate GHGs,Gg CO₂ equivalent,1.05,,,,,,,,,,24.8,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,4.B Manure Management,CH₄,Gg,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,4.B Manure Management,N₂O,Gg,,,,,,,,,,,0.08,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,4.D Agricultural Soils,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,55.8,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,4.D Agricultural Soils,N₂O,Gg,,,,,,,,,,,0.18,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,5. Land-Use Change and Forestry,Aggregate GHGs,Gg CO₂ equivalent,-96.83,,,,,,,,,,11.2,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,5. Land-Use Change and Forestry,CO₂,Gg,-96.83,,,,,,,,,,11.2,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,5.A Changes in Forest and Other Woody Biomass Stocks,Aggregate GHGs,Gg CO₂ equivalent,-219.19,,,,,,,,,,-45.8,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,5.A Changes in Forest and Other Woody Biomass Stocks,CO₂,Gg,-219.19,,,,,,,,,,-45.8,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,5.B Forest and Grassland Conversion,Aggregate GHGs,Gg CO₂ equivalent,123.26,,,,,,,,,,57.0,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,5.B Forest and Grassland Conversion,CO₂,Gg,123.26,,,,,,,,,,57.0,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,5.C Abandonment of Managed Lands,Aggregate GHGs,Gg CO₂ equivalent,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,5.C Abandonment of Managed Lands,CO₂,Gg,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,6. Waste,Aggregate GHGs,Gg CO₂ equivalent,77.391,,,,,,,,,,120.7,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,6. Waste,CH₄,Gg,3.61,,,,,,,,,,5.6,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,6. Waste,N₂O,Gg,0.0051,,,,,,,,,,0.01,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,6.A Solid Waste Disposal on Land,Aggregate GHGs,Gg CO₂ equivalent,75.81,,,,,,,,,,117.6,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,6.A Solid Waste Disposal on Land,CH₄,Gg,3.61,,,,,,,,,,5.6,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,6.B Wastewater Handling,Aggregate GHGs,Gg CO₂ equivalent,1.581,,,,,,,,,,3.1,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,6.B Wastewater Handling,N₂O,Gg,0.0051,,,,,,,,,,0.01,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,CO₂ Emissions from Biomass,Aggregate GHGs,Gg CO₂ equivalent,3.42,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,CO₂ Emissions from Biomass,CO₂,Gg,3.42,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,International Bunkers,Aggregate GHGs,Gg CO₂ equivalent,167.3,,,,,,,,,,199.0,,,,,,,,,,,,,,,
Antigua and Barbuda,Total GHG emissions including LULUCF/LUCF,International Bunkers,CO₂,Gg,167.3,,,,,,,,,,199.0,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,1. Energy,Aggregate GHGs,Gg CO₂ equivalent,288.98,,,,,,,,,,372.72,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,1. Energy,CH₄,Gg,0.04,,,,,,,,,,0.04,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,1. Energy,CO₂,Gg,288.14,,,,,,,,,,371.88,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,4. Agriculture,Aggregate GHGs,Gg CO₂ equivalent,22.26,,,,,,,,,,104.33,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,4. Agriculture,CH₄,Gg,1.06,,,,,,,,,,1.13,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,4. Agriculture,N₂O,Gg,,,,,,,,,,,0.26,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,5. Land-Use Change and Forestry,Aggregate GHGs,Gg CO₂ equivalent,-96.83,,,,,,,,,,11.2,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,5. Land-Use Change and Forestry,CO₂,Gg,-96.83,,,,,,,,,,11.2,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,6. Waste,Aggregate GHGs,Gg CO₂ equivalent,77.391,,,,,,,,,,120.7,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,6. Waste,CH₄,Gg,3.61,,,,,,,,,,5.6,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,6. Waste,N₂O,Gg,0.0051,,,,,,,,,,0.01,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,Total GHG emissions excluding LULUCF/LUCF,Aggregate GHGs,Gg CO₂ equivalent,388.631,,,,,,,,,,597.75,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,Total GHG emissions excluding LULUCF/LUCF,CH₄,Gg CO₂ equivalent,98.91,,,,,,,,,,142.17,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,Total GHG emissions excluding LULUCF/LUCF,CO₂,Gg CO₂ equivalent,288.14,,,,,,,,,,371.88,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,Total GHG emissions excluding LULUCF/LUCF,N₂O,Gg CO₂ equivalent,1.581,,,,,,,,,,83.7,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,Total GHG emissions including LULUCF/LUCF,Aggregate GHGs,Gg CO₂ equivalent,291.801,,,,,,,,,,608.95,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,Total GHG emissions including LULUCF/LUCF,CH₄,Gg,4.71,,,,,,,,,,6.77,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,Total GHG emissions including LULUCF/LUCF,CO₂,Gg,191.31,,,,,,,,,,383.08,,,,,,,,,,,,,,,
Antigua and Barbuda,Totals,Total GHG emissions including LULUCF/LUCF,N₂O,Gg,0.0051,,,,,,,,,,0.27,,,,,,,,,,,,,,,
Argentina,1. Energy,1.A Fuel Combustion - Sectoral Approach,Aggregate GHGs,Gg CO₂ equivalent,90077.0591206563,,,,105382.860006411,,,114363.382632953,,,119890.45491678,,,,,,,,,,164823.84,,171329.04,,,
Argentina,1. Energy,1.A Fuel Combustion - Sectoral Approach,CH₄,Gg,19.840784803774,,,,41.5997798499704,,,48.0041599524883,,,58.4918029078475,,,,,,,,,,24.9771428571428,,28.2109523809524,,,
Argentina,1. Energy,1.A Fuel Combustion - Sectoral Approach,CO₂,Gg,89073.0028013867,,,,103793.023784046,,,112467.126611595,,,117660.48881892,,,,,,,,,,162632.75,,168914.65,,,
Argentina,1. Energy,1.A Fuel Combustion - Sectoral Approach,N₂O,Gg,1.89483818835624,,,,2.31045434037045,,,2.86506020114784,,,3.23109108643703,,,,,,,,,,5.37603225806451,,5.87729032258063,,,
Argentina,1. Energy,1.A.1 Energy Industries,Aggregate GHGs,Gg CO₂ equivalent,26311.2653223247,,,,27554.7524541417,,,29690.2232529468,,,36048.1926773183,,,,,,,,,,49687.1,,57982.14,,,
Argentina,1. Energy,1.A.1 Energy Industries,CH₄,Gg,7.08573868254252,,,,8.18318846083536,,,6.82732167969042,,,8.05241097107712,,,,,,,,,,3.01285714285714,,4.71428571428571,,,
Argentina,1. Energy,1.A.1 Energy Industries,CO₂,Gg,25996.411477512,,,,27197.2449518111,,,29303.6929156258,,,35565.4258875072,,,,,,,,,,49290.26,,57479.58,,,
Argentina,1. Energy,1.A.1 Energy Industries,N₂O,Gg,0.53565591122352,,,,0.59890498275168,,,0.7843760711208,,,1.01182632070464,,,,,,,,,,1.07603225806451,,1.3018064516129,,,
Argentina,1. Energy,1.A.2 Manufacturing Industries and Construction,Aggregate GHGs,Gg CO₂ equivalent,13527.3228176628,,,,16184.1283760771,,,17270.1943922714,,,15302.2662332619,,,,,,,,,,23094.35,,21296.53,,,
Argentina,1. Energy,1.A.2 Manufacturing Industries and Construction,CH₄,Gg,2.09593848713065,,,,2.73852117353505,,,3.31079439422174,,,3.77281745505756,,,,,,,,,,3.40095238095238,,3.44714285714285,,,
Argentina,1. Energy,1.A.2 Manufacturing Industries and Construction,CO₂,Gg,13395.3222173127,,,,16010.7434506183,,,17062.8682464794,,,15059.6160152614,,,,,,,,,,22875.06,,21077.5,,,
Argentina,1. Energy,1.A.2 Manufacturing Industries and Construction,N₂O,Gg,0.28382545845272,,,,0.37379348649877,,,0.44451439843029,,,0.52716468207828,,,,,,,,,,0.477,,0.47303225806452,,,
Argentina,1. Energy,1.A.3 Transport,Aggregate GHGs,Gg CO₂ equivalent,27858.832716051,,,,35658.1768757586,,,40844.2270377872,,,40237.5562367521,,,,,,,,,,53652.03,,54640.69,,,
Argentina,1. Energy,1.A.3 Transport,CH₄,Gg,7.8407560965408,,,,26.0430021,,,33.5089654665361,,,41.6056250701129,,,,,,,,,,15.2080952380952,,16.5795238095238,,,
Argentina,1. Energy,1.A.3 Transport,CO₂,Gg,27469.5810444237,,,,34823.4703896586,,,39760.9748788318,,,38968.9927415822,,,,,,,,,,52210.46,,53083.62,,,
Argentina,1. Energy,1.A.3 Transport,N₂O,Gg,0.72450256,,,,0.9283982,,,1.22439962631675,,,1.27369473773411,,,,,,,,,,3.62,,3.89967741935483,,,
Argentina,1. Energy,1.A.4 Other Sectors,Aggregate GHGs,Gg CO₂ equivalent,22080.1064431121,,,,25629.9855162096,,,26194.4074619943,,,28011.3834482481,,,,,,,,,,38390.36,,37409.68,,,
Argentina,1. Energy,1.A.4 Other Sectors,CH₄,Gg,2.81835153756,,,,4.6350681156,,,4.35707841204,,,5.0609494116,,,,,,,,,,3.35523809523809,,3.47,,,
Argentina,1. Energy,1.A.4 Other Sectors,CO₂,Gg,21912.1562406326,,,,25405.7482077348,,,25975.2600827047,,,27775.3978533693,,,,,,,,,,38256.97,,37273.95,,,
Argentina,1. Energy,1.A.4 Other Sectors,N₂O,Gg,0.35085425868,,,,0.40935767112,,,0.41177010528,,,0.41840534592,,,,,,,,,,0.203,,0.20277419354839,,,
Argentina,1. Energy,1.A.5 Other (Not elsewhere specified),Aggregate GHGs,Gg CO₂ equivalent,299.531821505717,,,,355.816784223608,,,364.330487953555,,,291.056321199521,,,,,,,,,,,,,,,
Argentina,1. Energy,1.A.5 Other (Not elsewhere specified),CO₂,Gg,299.531821505717,,,,355.816784223608,,,364.330487953555,,,291.056321199521,,,,,,,,,,,,,,,
Argentina,1. Energy,1.B Fugitive Emissions from Fuels,Aggregate GHGs,Gg CO₂ equivalent,13532.90193846,,,,16590.93488002,,,15234.64570603,,,12070.4824873,,,,,,,,,,12323.5,,12048.53,,,
Argentina,1. Energy,1.B Fugitive Emissions from Fuels,CH₄,Gg,404.76247326,,,,480.69832762,,,540.40455743,,,524.3872613,,,,,,,,,,353.760952380952,,355.622857142857,,,
Argentina,1. Energy,1.B Fugitive Emissions from Fuels,CO₂,Gg,5028.55,,,,6490.38,,,3878.71,,,1051.53,,,,,,,,,,4885.22,,4571.88,,,
Argentina,1. Energy,1.B Fugitive Emissions from Fuels,N₂O,Gg,0.014,,,,0.019,,,0.024,,,0.022,,,,,,,,,,0.03,,0.02764516129032,,,
Argentina,1. Energy,1.B.1 Solid Fuels,Aggregate GHGs,Gg CO₂ equivalent,245.614362,,,,308.657811,,,223.020756,,,230.309016,,,,,,,,,,41.0099999999999,,60.1199999999999,,,
Argentina,1. Energy,1.B.1 Solid Fuels,CH₄,Gg,11.695922,,,,14.697991,,,10.620036,,,10.967096,,,,,,,,,,1.95285714285714,,2.86285714285714,,,
Argentina,1. Energy,1.B.2 Oil and Natural Gas,Aggregate GHGs,Gg CO₂ equivalent,13287.28757646,,,,16282.27706902,,,15011.62495003,,,11840.1734713,,,,,,,,,,12282.49,,11988.41,,,
Argentina,1. Energy,1.B.2 Oil and Natural Gas,CH₄,Gg,393.06655126,,,,466.00033662,,,529.78452143,,,513.4201653,,,,,,,,,,351.808095238095,,352.76,,,
Argentina,1. Energy,1.B.2 Oil and Natural Gas,CO₂,Gg,5028.55,,,,6490.38,,,3878.71,,,1051.53,,,,,,,,,,4885.22,,4571.88,,,
Argentina,1. Energy,1.B.2 Oil and Natural Gas,N₂O,Gg,0.014,,,,0.019,,,0.024,,,0.022,,,,,,,,,,0.03,,0.02764516129032,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.1 Energy Industries,Aggregate GHGs,Gg CO₂ equivalent,26311.2653223247,,,,27554.7524541417,,,29690.2232529468,,,36048.1926773183,,,,,,,,,,49687.1,,57982.14,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.1 Energy Industries,CH₄,Gg,7.08573868254252,,,,8.18318846083536,,,6.82732167969042,,,8.05241097107712,,,,,,,,,,3.01285714285714,,4.71428571428571,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.1 Energy Industries,CO₂,Gg,25996.411477512,,,,27197.2449518111,,,29303.6929156258,,,35565.4258875072,,,,,,,,,,49290.26,,57479.58,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.1 Energy Industries,N₂O,Gg,0.53565591122352,,,,0.59890498275168,,,0.7843760711208,,,1.01182632070464,,,,,,,,,,1.07603225806451,,1.3018064516129,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.2 Manufacturing Industries and Construction,Aggregate GHGs,Gg CO₂ equivalent,13527.3228176628,,,,16184.1283760771,,,17270.1943922714,,,15302.2662332619,,,,,,,,,,23094.35,,21296.53,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.2 Manufacturing Industries and Construction,CH₄,Gg,2.09593848713065,,,,2.73852117353505,,,3.31079439422174,,,3.77281745505756,,,,,,,,,,3.40095238095238,,3.44714285714285,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.2 Manufacturing Industries and Construction,CO₂,Gg,13395.3222173127,,,,16010.7434506183,,,17062.8682464794,,,15059.6160152614,,,,,,,,,,22875.06,,21077.5,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.2 Manufacturing Industries and Construction,N₂O,Gg,0.28382545845272,,,,0.37379348649877,,,0.44451439843029,,,0.52716468207828,,,,,,,,,,0.477,,0.47303225806452,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,Aggregate GHGs,Gg CO₂ equivalent,27858.832716051,,,,35658.1768757586,,,40844.2270377872,,,40237.5562367521,,,,,,,,,,53652.03,,54640.69,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,CH₄,Gg,7.8407560965408,,,,26.0430021,,,33.5089654665361,,,41.6056250701129,,,,,,,,,,15.2080952380952,,16.5795238095238,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,CO₂,Gg,27469.5810444237,,,,34823.4703896586,,,39760.9748788318,,,38968.9927415822,,,,,,,,,,52210.46,,53083.62,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,N₂O,Gg,0.72450256,,,,0.9283982,,,1.22439962631675,,,1.27369473773411,,,,,,,,,,3.62,,3.89967741935483,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.4 Other Sectors,Aggregate GHGs,Gg CO₂ equivalent,22080.1064431121,,,,25629.9855162096,,,26194.4074619943,,,28011.3834482481,,,,,,,,,,38390.36,,37409.68,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.4 Other Sectors,CH₄,Gg,2.81835153756,,,,4.6350681156,,,4.35707841204,,,5.0609494116,,,,,,,,,,3.35523809523809,,3.47,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.4 Other Sectors,CO₂,Gg,21912.1562406326,,,,25405.7482077348,,,25975.2600827047,,,27775.3978533693,,,,,,,,,,38256.97,,37273.95,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.4 Other Sectors,N₂O,Gg,0.35085425868,,,,0.40935767112,,,0.41177010528,,,0.41840534592,,,,,,,,,,0.203,,0.20277419354839,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.5 Other (Not elsewhere specified),Aggregate GHGs,Gg CO₂ equivalent,299.531821505717,,,,355.816784223608,,,364.330487953555,,,291.056321199521,,,,,,,,,,,,,,,
Argentina,1.A Fuel Combustion - Sectoral Approach,1.A.5 Other (Not elsewhere specified),CO₂,Gg,299.531821505717,,,,355.816784223608,,,364.330487953555,,,291.056321199521,,,,,,,,,,,,,,,
Argentina,1.B Fugitive Emissions from Fuels,1.B.1 Solid Fuels,Aggregate GHGs,Gg CO₂ equivalent,245.614362,,,,308.657811,,,223.020756,,,230.309016,,,,,,,,,,41.0099999999999,,60.1199999999999,,,
Argentina,1.B Fugitive Emissions from Fuels,1.B.1 Solid Fuels,CH₄,Gg,11.695922,,,,14.697991,,,10.620036,,,10.967096,,,,,,,,,,1.95285714285714,,2.86285714285714,,,
Argentina,1.B Fugitive Emissions from Fuels,1.B.2 Oil and Natural Gas,Aggregate GHGs,Gg CO₂ equivalent,13287.28757646,,,,16282.27706902,,,15011.62495003,,,11840.1734713,,,,,,,,,,12282.49,,11988.41,,,
Argentina,1.B Fugitive Emissions from Fuels,1.B.2 Oil and Natural Gas,CH₄,Gg,393.06655126,,,,466.00033662,,,529.78452143,,,513.4201653,,,,,,,,,,351.808095238095,,352.76,,,
